station_id,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg
SLSA,-13.762,-65.435,19,8,150,15,30.18
SLRY,-14.303,-67.353,14,10,160,10,30.15
SLRQ,-14.429,-67.503,14,11,120,5,30.24
SLRI,-11.007,-66.076,26,15,170,18,30.09
SLRB,-18.33,-59.763,14,9,180,4,30.41
SLPS,-18.981,-57.821,14,9,180,15,30.32
SLPO,-19.543,-65.724,12,-13,360,8,30.62
SLOR,-17.962,-67.077,15,-1,330,15,30.44
SLMG,-13.262,-64.059,22,11,,,30.09
SLLP,-16.511,-68.182,12,-18,280,18,30.59
SLJV,-16.271,-62.471,13,5,170,20,30.24
SLJO,-13.05,-64.663,,,,,
SLJE,-17.832,-60.744,15,8,180,10,30.41
SLET,-17.812,-63.172,10,6,170,17,30.35
SLCP,-16.138,-62.028,15,3,180,15,30.32
SLCO,-11.04,-68.782,19,16,160,10,30.09
SLCB,-17.421,-66.179,22,3,280,6,30.21
SLCA,-20.006,-63.528,14,3,0,0,30.38
SLAL,-19.247,-65.15,11,3,350,16,30.32
SKVV,4.162,-73.618,23,21,360,5,30.00
SKVP,10.436,-73.248,36,20,60,10,29.88
SKUI,5.691,-76.644,31,24,0,0,29.79
SKUC,7.066,-70.735,26,24,0,0,29.97
SKSP,12.587,-81.704,31,26,70,14,29.88
SKSM,11.12,-74.231,35,26,310,6,29.85
SKRH,11.528,-72.918,36,22,100,14,29.82
SKRG,6.169,-75.426,22,13,120,11,30.30
SKPV,13.358,-81.358,31,29,90,10,29.91
SKPS,1.394,-77.291,23,16,340,7,30.12
SKPE,4.814,-75.735,26,19,200,5,30.03
SKPC,6.184,-67.491,32,25,VRB,2,29.82
SKNV,2.949,-75.294,30,20,210,9,29.88
SKMZ,5.03,-75.47,21,15,300,5,30.30
SKMU,1.117,-70.083,27,24,VRB,3,29.88
SKMR,8.826,-75.825,34,25,10,3,29.79
SKMD,6.221,-75.59,28,15,10,9,30.09
SKLT,-4.196,-69.943,30,24,110,7,29.88
SKLC,7.817,-76.718,32,25,VRB,2,29.82
SKIP,0.858,-77.677,14,10,110,9,30.41
SKIB,4.418,-75.13,28,20,120,6,30.06
SKEJ,7.026,-73.809,31,24,80,4,29.79
SKCL,3.543,-76.382,30,19,VRB,4,29.94
SKCG,10.447,-75.516,33,27,250,6,29.79
SKCC,7.93,-72.509,28,19,170,17,29.97
SKBQ,10.883,-74.78,33,26,VRB,3,29.82
SKBG,7.127,-73.185,23,21,340,3,30.00
SKAR,4.455,-75.766,27,19,270,3,30.00
SGES,-25.461,-54.849,9,7,200,8,30.35
SGEN,-27.221,-55.834,,,190,7,30.41
SGAS,-25.248,-57.519,11,5,220,8,30.44
SETU,0.809,-77.708,15,10,70,8,30.47
SETN,0.979,-79.627,30,25,300,5,29.85
SEST,-0.906,-89.619,23,21,150,10,29.85
SESM,-1.505,-78.063,25,21,100,6,30.03
SESA,-2.205,-80.989,25,21,210,8,29.88
SERO,-3.435,-79.978,30,22,310,5,29.82
SERB,-1.655,-78.656,21,10,80,6,30.35
SEQM,-0.124,-78.354,22,10,360,12,30.24
SENL,0.092,-76.869,25,22,20,6,29.94
SEMT,-0.946,-80.679,27,22,260,10,29.82
SEMC,-2.299,-78.121,29,15,60,6,30.00
SELT,-0.921,-78.619,18,8,180,14,30.38
SEJD,-1.06,-77.58,30,23,70,7,29.91
SEGZ,-3.423,-78.567,28,20,130,9,30.03
SEGU,-2.158,-79.884,32,22,150,7,29.82
SEGS,-0.445,-90.269,25,19,130,19,29.91
SECU,-2.889,-78.984,23,6,50,10,
SECO,-0.461,-76.988,28,24,80,6,29.94
SECA,-3.995,-79.372,29,13,130,13,30.03
SEAM,-1.212,-78.575,20,9,150,7,30.35
SCVM,-32.947,-71.479,12,7,310,10,30.15
SCVD,-39.65,-73.086,10,6,350,3,30.18
SCTN,-42.933,-72.699,8,7,190,11,30.24
SCTE,-41.439,-73.094,9,5,160,8,30.21
SCTB,-33.456,-70.547,17,-4,260,5,30.09
SCSN,-33.656,-71.615,12,7,300,5,30.15
SCSE,-29.918,-71.201,12,7,270,11,30.15
SCRM,-62.191,-58.987,-2,-3,270,35,28.46
SCRG,-34.174,-70.776,16,-3,180,6,30.09
SCRD,-33.068,-71.557,10,7,350,6,30.15
SCQP,-38.925,-72.648,17,3,160,6,30.09
SCPQ,-42.347,-73.718,7,5,150,6,30.24
SCPD,-99.99,-99.99,17,0,180,7,30.09
SCNT,-51.672,-72.528,11,0,250,13,30.03
SCJO,-40.605,-73.061,9,5,210,3,30.21
SCIR,-33.666,-78.93,11,7,140,8,30.27
SCIP,-27.161,-109.427,20,13,340,9,30.12
SCIE,-36.773,-73.063,14,5,20,6,30.09
SCIC,-34.966,-71.217,10,3,VRB,2,30.09
SCGZ,-54.932,-67.631,9,-3,260,30,29.65
SCGE,-37.403,-72.422,,,180,6,
SCFT,-43.189,-71.853,4,0,VRB,2,30.32
SCFM,-53.254,-70.319,8,2,280,17,29.94
SCFA,-23.45,-70.441,14,7,200,12,30.12
SCEL,-33.393,-70.786,16,0,160,8,30.09
SCDA,-20.535,-70.181,17,8,230,13,30.09
SCCI,-53.003,-70.855,7,2,270,10,29.97
SCCH,-36.583,-72.031,3,2,70,7,30.09
SCCF,-22.496,-68.905,17,-21,290,19,30.27
SCBA,-45.913,-71.694,-1,-1,0,0,30.27
SCAT,-27.262,-70.774,14,6,260,8,30.12
SCAR,-18.351,-70.336,17,8,220,11,30.06
SBYS,-21.982,-47.34,26,16,180,13,30.21
SBVT,-20.258,-40.286,28,20,60,13,30.15
SBVH,-12.694,-60.098,25,12,190,13,30.09
SBUY,-4.884,-65.354,31,24,130,4,29.85
SBUR,-19.765,-47.965,31,8,140,6,30.18
SBUL,-18.883,-48.226,29,8,70,5,30.21
SBUF,-9.4,-38.25,28,20,120,7,30.06
SBUA,-0.15,-66.987,28,25,20,2,29.85
SBTU,-3.786,-49.72,,,,,
SBTT,-4.254,-69.939,30,23,160,9,29.91
SBTF,-3.383,-64.724,32,23,100,7,29.85
SBTE,-5.06,-42.824,34,19,120,5,29.85
SBTA,-23.04,-45.516,20,17,320,6,30.27
SBSV,-12.911,-38.331,28,20,140,10,30.12
SBST,-23.924,-46.305,17,17,110,4,30.30
SBSR,-20.817,-49.407,29,15,200,7,30.15
SBSP,-23.627,-46.655,20,15,140,12,30.32
SBSN,-2.423,-54.789,31,25,90,9,29.85
SBSM,-29.711,-53.688,12,6,170,2,30.44
SBSL,-2.585,-44.234,31,21,170,6,29.88
SBSJ,-23.229,-45.861,21,17,350,5,30.30
SBSG,-5.768,-35.376,27,22,130,7,29.97
SBSC,-22.932,-43.719,21,20,170,2,30.24
SBRP,-21.134,-47.774,33,9,VRB,4,30.12
SBRF,-8.126,-34.923,28,22,130,13,30.00
SBRB,-9.867,-67.897,27,18,180,8,30.03
SBPV,-8.708,-63.901,29,21,190,7,29.94
SBPS,-16.439,-39.081,24,21,180,3,30.18
SBPP,-22.55,-55.703,6,6,210,10,30.35
SBPL,-9.367,-40.565,30,18,200,6,30.03
SBPK,-31.717,-52.328,13,8,240,8,30.47
SBPJ,-10.291,-48.357,34,11,100,8,29.94
SBPG,-25.184,-50.144,16,16,140,3,30.30
SBPF,-28.245,-52.334,9,6,130,9,30.38
SBPB,-2.894,-41.731,30,24,30,10,29.88
SBOI,3.861,-51.796,29,24,30,9,29.88
SBNT,-5.911,-35.248,27,22,140,13,29.97
SBNF,-26.88,-48.651,14,12,160,5,30.32
SBMT,-23.509,-46.638,20,15,130,11,30.30
SBMS,-5.202,-37.364,30,23,130,13,29.91
SBMQ,0.051,-51.072,32,24,120,6,29.85
SBMO,-9.511,-35.792,26,21,120,15,30.06
SBMN,-3.146,-59.986,32,24,90,3,29.88
SBMK,-16.705,-43.819,29,5,70,9,30.15
SBMG,-23.476,-52.017,18,15,250,10,30.27
SBME,-22.343,-41.766,26,21,210,9,30.21
SBMA,-5.368,-49.137,36,14,240,5,29.88
SBLS,-19.662,-43.896,26,12,150,10,30.21
SBLO,-23.334,-51.13,24,13,180,5,30.24
SBLE,-12.482,-41.277,27,19,150,5,30.12
SBKP,-23.007,-47.135,22,17,120,10,30.24
SBKG,-7.27,-35.895,21,20,130,8,30.06
SBJV,-26.224,-48.797,14,13,140,3,30.32
SBJU,-7.219,-39.27,31,19,0,0,30.00
SBJR,-22.988,-43.37,21,21,340,1,30.24
SBJP,-7.148,-34.951,26,22,110,14,30.00
SBJE,-2.907,-40.358,32,22,70,11,29.85
SBIZ,-5.53,-47.458,36,21,70,10,29.88
SBIP,-19.471,-42.488,29,12,350,6,30.15
SBIL,-14.816,-39.033,28,20,150,13,30.15
SBIH,-4.242,-56.001,34,24,80,9,29.82
SBHT,-3.251,-52.252,33,21,140,4,29.88
SBGW,-22.792,-45.205,21,14,230,5,30.30
SBGR,-23.432,-46.469,21,15,100,7,30.30
SBGO,-16.632,-49.221,31,10,90,9,30.12
SBGM,-10.787,-65.281,25,15,140,11,30.06
SBGL,-22.815,-43.261,22,18,210,8,30.24
SBFZ,-3.776,-38.533,29,23,100,17,29.91
SBFS,-22.028,-41.069,24,20,200,15,30.21
SBFL,-27.671,-48.547,16,9,180,9,30.32
SBFI,-25.595,-54.488,10,8,230,4,30.35
SBES,-22.813,-42.093,22,19,240,12,30.21
SBEG,-3.039,-60.05,33,21,120,14,29.85
SBDN,-22.175,-51.427,23,16,180,5,30.21
SBCZ,-7.597,-72.774,24,21,120,3,30.00
SBCY,-15.653,-56.116,18,12,140,12,30.18
SBCX,-29.195,-51.189,8,6,230,6,30.41
SBCT,-25.529,-49.176,12,12,130,8,30.32
SBCR,-19.01,-57.667,14,7,230,13,30.30
SBCP,-21.701,-41.305,26,20,170,14,30.18
SBCO,-29.945,-51.144,13,8,180,8,30.44
SBCJ,-6.118,-50.004,31,12,130,8,30.03
SBCH,-27.132,-52.662,10,8,140,7,30.38
SBCG,-20.469,-54.672,17,10,150,10,30.27
SBCF,-19.635,-43.966,27,11,110,9,30.24
SBCC,-9.334,-54.965,32,15,100,9,29.97
SBCB,-22.922,-42.074,23,21,250,8,30.21
SBCA,-25,-53.501,7,7,170,13,30.27
SBBW,-15.861,-52.389,34,22,180,4,30.03
SBBV,2.846,-60.69,26,22,170,2,29.91
SBBU,-22.345,-49.054,25,18,190,8,30.21
SBBR,-15.867,-47.933,28,10,110,10,30.21
SBBQ,-21.267,-43.761,24,15,110,8,30.35
SBBI,-25.404,-49.232,15,14,80,4,30.32
SBBH,-19.851,-43.951,27,12,70,7,30.21
SBBE,-1.379,-48.476,30,23,120,9,29.88
SBAX,-19.563,-46.96,28,10,130,7,30.21
SBAT,-9.872,-56.106,38,14,110,8,29.91
SBAR,-10.984,-37.07,27,21,130,14,30.06
SBAN,-16.229,-48.964,27,8,100,10,30.21
SBAF,-22.875,-43.385,21,19,250,5,30.27
SAZS,-41.151,-71.157,8,-3,140,4,30.27
SAZN,-38.95,-68.141,12,0,0,0,30.35
SAZM,-37.932,-57.581,11,3,180,6,30.50
SAWH,-54.844,-68.308,7,1,240,29,29.68
SAWG,-51.609,-69.306,7,2,240,9,30.03
SAVC,-45.79,-67.471,14,0,290,13,30.24
SASJ,-24.387,-65.098,11,-2,VRB,3,30.38
SASA,-24.856,-65.486,8,-4,VRB,2,30.38
SARI,-25.737,-54.473,9,8,VRB,3,30.35
SARE,-27.45,-59.056,14,-2,180,11,30.44
SAME,-32.832,-68.793,10,-6,360,9,30.38
SAEZ,-34.822,-58.536,13,-1,290,6,30.50
SADF,-34.457,-58.593,14,-3,300,4,30.50
SACO,-31.324,-64.208,12,-4,60,8,30.44
SABE,-34.559,-58.416,12,4,10,4,30.53
SAAR,-32.918,-60.782,14,-4,10,6,30.50
RPVM,10.308,123.978,27,25,230,3,29.73
RPMD,7.125,125.646,25,25,VRB,2,29.73
RPLL,14.507,121.004,27,26,VRB,2,29.70
RPLI,18.178,120.532,26,25,90,5,29.68
RPLC,15.186,120.56,25,25,360,2,29.73
RPLB,14.794,120.271,25,25,70,4,29.70
ROYN,24.467,122.978,30,26,190,15,29.68
RORY,27.044,128.4,29,27,200,7,29.73
RORT,24.653,124.674,30,27,170,12,29.68
RORS,24.827,125.145,29,26,180,9,29.70
RORK,25.944,131.326,29,26,190,9,29.76
ROMY,24.782,125.295,29,26,190,8,29.70
ROMD,25.847,131.264,29,25,190,6,29.76
ROIG,24.395,124.245,29,27,200,9,29.68
RKTU,36.717,127.499,22,22,40,2,29.65
RKSS,37.558,126.791,22,22,290,1,29.65
RKPK,35.179,128.938,21,20,200,2,29.68
RKPC,33.511,126.493,23,21,60,4,29.65
RJSN,37.956,139.121,20,19,180,2,29.73
RJSM,40.705,141.372,18,16,220,3,29.70
RJSF,37.227,140.428,19,18,20,3,29.73
RJOO,34.784,135.439,24,21,VRB,2,29.70
RJOK,33.546,133.669,24,22,340,5,29.68
RJOH,35.493,133.239,22,22,VRB,1,29.68
RJOC,35.414,132.89,22,21,160,5,29.68
RJOA,34.436,132.919,22,21,70,5,29.73
RJNK,36.394,136.407,23,23,230,3,29.70
RJKI,28.321,129.928,29,24,230,10,29.70
RJKB,27.432,128.706,29,27,210,13,29.73
RJKA,28.431,129.713,28,27,220,12,29.70
RJFM,31.877,131.449,24,23,20,3,29.65
RJEC,43.671,142.447,18,16,VRB,1,29.70
RJDC,33.93,131.279,25,24,70,9,29.65
RJDB,33.749,129.785,24,23,VRB,2,29.65
RJCK,43.041,144.193,16,16,350,4,29.65
RJCH,41.77,140.822,17,16,40,4,29.68
RJAH,36.182,140.415,21,21,VRB,1,29.68
RCSS,25.069,121.552,28,26,210,4,29.62
RCNN,22.95,120.206,26,24,120,2,29.70
RCMQ,24.265,120.621,27,25,220,5,29.70
RCKH,22.577,120.35,31,26,210,6,29.68
PADG,68.028,-162.911,15,11,50,4,29.75
OYSY,15.966,48.788,37,17,270,6,29.62
OYAA,12.829,45.029,34,27,120,6,
OTHH,25.273,51.609,36,22,200,4,29.35
OSLK,35.402,35.949,28,25,150,5,29.70
OSDI,33.411,36.516,31,5,270,12,29.76
ORSU,35.56,45.318,28,5,320,6,29.68
ORMM,30.549,47.662,41,6,300,18,29.29
ORER,36.232,43.951,34,4,290,7,29.62
OPST,32.536,74.364,25,22,0,0,29.47
OPSK,27.722,68.792,36,26,130,10,29.29
OPMT,30.203,71.419,26,23,0,0,29.41
OMSJ,25.329,55.517,34,28,VRB,1,29.38
OMRK,25.613,55.939,34,26,250,2,29.35
OMFJ,25.112,56.324,35,29,150,1,29.35
OMDW,24.897,55.161,33,29,280,3,29.38
OMDB,25.254,55.366,35,27,220,5,29.35
OMAL,24.262,55.609,37,19,230,3,29.44
OMAD,24.428,54.458,34,30,250,4,29.38
OMAA,24.433,54.651,35,28,240,6,29.35
OLBA,33.82,35.491,29,25,240,4,29.76
OKKK,29.227,47.969,45,7,330,14,29.35
OJAQ,29.612,35.018,40,6,320,8,29.65
OJAM,31.973,35.992,28,12,300,6,29.88
OIZI,27.236,60.72,41,7,310,6,29.44
OIZC,25.445,60.383,32,29,0,0,29.32
OIZB,31.094,61.546,35,9,330,18,29.47
OITT,38.13,46.24,27,10,50,14,29.85
OITR,37.665,45.066,24,9,290,6,29.76
OITL,38.326,48.424,18,9,60,10,29.94
OISY,30.701,51.545,25,4,80,4,29.88
OISL,27.67,54.375,36,10,250,4,29.47
OISF,28.895,53.72,31,6,300,4,29.68
OINZ,36.636,53.194,25,22,210,4,29.73
OINR,36.91,50.68,26,23,250,2,29.70
OINN,36.663,51.465,25,23,180,2,29.70
OING,36.908,54.404,26,23,0,0,29.79
OIMT,33.659,56.898,36,10,20,6,29.59
OIMN,37.488,57.303,18,17,0,0,29.94
OIMB,32.894,59.29,26,6,90,8,29.82
OIKQ,26.755,55.902,32,30,180,4,29.35
OIKK,30.251,56.964,31,5,70,12,29.88
OIIP,35.776,50.827,25,12,300,16,29.79
OIIK,36.243,50.045,24,11,260,6,29.82
OIIE,35.416,51.152,31,5,350,8,29.73
OIHH,34.869,48.553,26,2,210,2,29.94
OIFS,32.297,50.842,27,3,60,10,30.00
OICS,35.245,47.009,29,3,100,4,29.79
OICK,33.435,48.283,30,6,140,6,29.68
OICI,33.588,46.397,32,0,290,6,29.82
OICC,34.346,47.158,31,-1,300,10,29.76
OIBP,27.38,52.738,33,29,0,0,29.29
OIBK,26.526,53.98,32,29,270,4,29.32
OIBB,28.947,50.834,33,21,160,6,29.29
OIAM,30.556,49.152,41,19,300,6,29.29
OIAH,30.336,50.83,33,11,0,0,29.53
OIAG,30.74,49.684,40,12,320,4,29.29
OIAA,30.366,48.23,40,13,300,12,29.29
OEYN,24.144,38.063,40,9,290,13,29.47
OEWJ,26.199,36.476,35,15,350,4,29.59
OEWD,20.504,45.197,39,-1,150,4,29.59
OETR,31.693,38.731,33,2,270,14,29.82
OETF,21.483,40.544,32,2,270,12,30.00
OETB,28.366,36.619,35,0,350,9,29.82
OESK,29.785,40.1,35,3,300,12,29.82
OESH,17.467,47.121,41,1,20,10,29.62
OERS,-99.99,-99.99,37,13,330,7,29.59
OERR,30.907,41.138,38,1,320,14,29.68
OERK,24.945,46.702,40,-4,300,6,29.62
OERF,29.626,43.491,38,1,300,7,29.59
OEPA,28.335,46.125,40,-3,360,6,29.53
OENG,17.611,44.419,37,-2,80,12,29.82
OEMN,-99.99,-99.99,37,18,340,5,29.65
OEMA,24.553,39.705,40,1,320,9,29.73
OEKM,18.301,42.798,28,-1,60,4,30.12
OEKJ,24.07,47.58,40,0,320,3,29.62
OEJN,21.685,39.166,35,21,350,10,29.59
OEHL,27.438,41.686,37,7,360,6,29.85
OEGT,31.412,37.279,32,3,290,8,29.76
OEGS,26.303,43.774,39,5,350,10,29.65
OEGN,16.901,42.586,34,27,320,4,29.56
OEDR,26.265,50.152,36,19,VRB,2,29.32
OEDM,24.45,44.121,34,-3,90,5,29.73
OEDF,26.45,49.817,36,12,170,4,29.35
OEBH,19.984,42.621,36,-4,90,4,29.79
OEBA,20.296,41.634,33,-3,360,6,29.97
OEAO,26.483,38.117,39,5,30,5,29.73
OEAH,25.285,49.485,39,7,340,2,29.41
OEAB,18.24,42.657,28,9,0,0,30.15
NVVV,-17.695,168.313,23,22,70,4,29.79
NVSS,-15.505,167.22,23,23,VRB,2,29.76
NSFA,-13.829,-171.993,25,23,140,3,29.79
NGTA,1.381,173.147,26,25,VRB,2,29.73
NGFU,-8.523,179.198,28,26,VRB,2,29.70
NFTV,-18.585,-173.963,22,21,120,7,29.85
NFTL,-19.777,-174.34,23,18,110,12,29.88
NFTF,-21.241,-175.15,20,18,130,6,29.94
NFNL,-16.467,179.339,23,21,70,5,29.82
NFNA,-18.043,178.559,20,20,310,3,29.85
NFFN,-17.755,177.443,21,17,100,4,29.85
NCSW,-99.99,-99.99,,,,,
NCRK,-10.032,-161.101,,,,,
NCPY,-9.01,-158.034,29,24,60,14,29.85
NCPL,1.98,-157.48,,,,,
NCPK,-10.915,-165.839,,,,,
NCNS,-99.99,-99.99,,,,,
NCMR,-19.842,-157.703,24,19,70,6,29.91
NCMK,-20.137,-157.344,24,18,90,4,29.88
NCMH,-10.374,-161.004,30,25,10,2,29.82
NCMG,-21.896,-157.907,21,18,80,6,29.82
NCAT,-19.968,-158.119,,,,,
NCAI,-18.829,-159.766,24,18,80,10,29.94
MZBZ,17.538,-88.309,32,28,80,10,30.00
MYSM,24.064,-74.529,32,26,130,12,30.12
MYNN,25.04,-77.467,31,25,40,7,30.13
MYGF,26.555,-78.698,30,23,190,8,30.11
MYCB,24.315,-75.452,31,26,110,11,30.12
MYAF,24.689,-77.796,31,25,100,7,30.11
MWCR,19.294,-81.357,32,26,50,13,30.00
MWCB,19.688,-79.879,32,27,90,8,30.03
MTPP,18.577,-72.305,37,21,110,19,29.94
MSSS,13.704,-89.123,31,20,110,7,30.00
MSLP,13.438,-89.056,34,23,80,9,29.85
MRPV,9.957,-84.141,27,17,80,15,30.07
MROC,9.991,-84.218,28,18,70,14,30.07
MRLM,9.961,-83.026,30,26,10,9,29.89
MRLB,10.589,-85.552,29,22,90,13,29.86
MPTO,9.056,-79.391,31,26,150,4,29.82
MPSM,8.386,-80.131,31,26,200,5,29.85
MPPA,8.909,-79.597,30,26,130,2,29.82
MPDA,8.391,-82.434,30,24,190,6,29.82
MPBO,9.341,-82.245,32,26,340,7,29.88
MNRS,11.417,-85.833,27,24,100,4,29.88
MNPC,14.045,-83.388,32,27,80,8,29.85
MNMG,12.141,-86.177,30,26,90,8,29.85
MNJU,12.1,-85.367,31,23,90,8,29.85
MNJG,13.141,-86.019,26,17,30,6,29.97
MNCH,12.638,-87.136,33,23,360,4,29.85
MNBL,11.995,-83.768,30,27,40,4,29.91
MKJS,18.502,-77.915,31,26,60,15,29.97
MKJP,17.942,-76.798,34,26,140,23,29.97
MHYR,15.127,-87.135,27,20,180,6,
MHTR,15.926,-85.939,31,25,80,5,
MHTG,14.06,-87.216,25,18,20,8,30.15
MHTE,15.776,-87.473,30,26,360,5,29.91
MHSR,14.783,-88.783,28,17,340,8,
MHRO,16.316,-86.523,30,26,90,14,30.00
MHPR,14.382,-87.621,28,18,350,4,30.09
MHPL,15.262,-83.776,31,24,60,8,
MHNO,14.433,-89.194,30,21,350,4,
MHLM,15.442,-87.934,30,26,60,6,29.97
MHLE,14.291,-88.175,21,15,30,4,
MHLC,15.737,-86.864,30,26,80,4,29.97
MHGS,14.573,-88.596,29,20,360,4,
MHCH,13.318,-87.154,33,25,30,15,
MHCA,14.875,-85.775,31,23,90,6,30.03
MGZA,14.959,-89.538,30,23,0,0,
MGSJ,13.934,-90.832,,,180,6,29.91
MGRT,14.523,-91.697,33,22,230,6,29.94
MGQZ,14.862,-91.506,19,12,360,10,
MGPB,15.737,-88.589,30,26,360,6,29.94
MGMT,-99.99,-99.99,19,12,360,10,
MGMM,16.914,-89.866,31,26,100,6,30.03
MGHT,15.317,-91.503,23,12,90,12,
MGGT,14.585,-90.526,24,16,30,12,30.21
MGES,14.568,-89.326,27,20,30,6,
MGCB,15.47,-90.406,25,19,50,8,
MDST,19.407,-70.614,33,24,80,7,30.03
MDSD,18.433,-69.667,33,26,140,8,30.03
MDPP,19.759,-70.571,33,25,90,10,30.03
MDPC,18.566,-68.356,31,26,60,14,30.06
MDLR,18.451,-68.921,33,24,90,7,30.03
MDJB,18.577,-69.984,28,23,0,0,30.03
MDCY,19.271,-69.733,32,27,90,10,30.06
MDBH,18.25,-71.126,33,26,130,12,30.00
MDAB,19.2,-69.433,32,27,90,10,30.03
MBPV,21.772,-72.265,31,25,140,6,30.06
LPOV,40.916,-8.646,19,16,330,11,29.97
LPMT,38.704,-9.036,24,15,340,9,29.94
LPMR,39.831,-8.887,19,14,340,13,30.00
LPLA,38.762,-27.091,27,20,,,30.03
LPBJ,38.073,-7.931,29,14,300,13,29.91
LOAN,47.843,16.26,,,270,5,
LKLN,49.675,13.275,23,21,220,3,29.79
LKKV,50.202,12.91,18,16,VRB,2,29.82
LKKU,49.042,17.442,21,20,210,11,29.76
LKKB,50.123,14.538,19,18,30,5,29.76
LFHP,45.075,3.764,16,12,320,8,30.03
LFBF,43.546,1.367,21,15,260,10,30.06
LBPL,43.453,24.504,30,15,110,2,29.85
LBPG,42.289,24.714,29,13,80,6,29.85
LBIA,42.456,26.352,28,10,40,6,29.88
KRWI,35.8502,-77.8951,24.4,22.8,40,4,30.10
KPOB,35.175,-79.008,24,23,290,3,30.09
KMLT,45.6478,-68.6925,26.7,22.8,0,0,30.08
KCRE,33.8162,-78.7204,30,25.6,180,18,30.05
HTZA,-6.222,39.225,23,22,150,19,30.09
HTTB,-5.074,32.833,21,11,0,0,30.12
HTSU,-7.949,31.609,13,6,0,0,30.32
HTSO,-10.682,35.584,19,14,0,0,30.24
HTMW,-2.442,32.925,19,15,0,0,30.09
HTMU,-1.503,33.802,23,17,0,0,30.09
HTMT,-10.335,40.184,22,20,180,9,30.12
HTMG,-6.797,37.652,22,19,0,0,30.15
HTKJ,-3.427,37.058,21,16,0,0,30.18
HTKA,-4.887,29.669,20,15,320,4,30.03
HTIR,-7.676,35.753,17,11,170,3,30.24
HTIB,-99.99,-99.99,23,9,90,8,30.06
HTDO,-6.169,35.751,20,14,120,10,30.18
HTDA,-6.881,39.201,22,20,200,7,30.12
HTBU,-1.332,31.821,21,17,0,0,30.06
HTAR,-3.368,36.626,18,15,120,12,30.27
HKNW,-1.322,36.815,17,12,0,0,30.27
HKNI,-0.343,36.915,17,13,140,3,
HKMO,-4.015,39.606,23,20,210,6,30.03
HKML,-3.229,40.102,24,21,0,0,30.03
HKME,0.052,37.651,18,14,170,5,
HKKI,-0.086,34.734,21,17,80,4,30.09
HKGO,-99.999,-99.999,13,13,VRB,1,30.44
HKEM,-0.573,37.497,19,15,190,4,
HKEL,0.404,35.239,15,13,180,6,30.32
HETR,28.209,33.646,41,8,340,10,29.62
HESX,30.108,30.896,40,8,340,4,29.68
HESW,29.346,25.507,36,11,310,8,29.76
HESG,26.343,31.743,30,21,20,9,29.73
HEPS,31.279,32.238,29,25,360,8,29.73
HEMM,31.325,27.222,27,22,20,7,29.82
HEMA,25.557,34.584,38,8,320,8,29.65
HELX,25.671,32.706,37,10,320,2,29.65
HEGN,27.179,33.801,40,5,310,3,29.65
HECP,30.072,31.838,38,8,320,8,29.65
HEBL,22.376,31.612,27,23,330,6,29.76
HEBA,30.918,29.696,36,9,350,7,29.76
HEAT,27.049,31.014,38,13,250,3,29.65
HDAM,11.547,43.16,37,22,130,7,29.59
HAAB,8.978,38.799,15,14,320,5,30.30
GVSV,16.833,-25.055,27,21,40,11,29.91
GVNP,14.947,-23.484,26,21,50,6,29.94
GVBA,16.137,-22.889,26,21,310,7,29.91
GVAC,16.742,-22.949,26,21,320,11,29.91
GUCY,9.577,-13.612,27,25,270,10,29.88
GQPP,20.929,-17.031,21,19,310,9,29.82
GOTT,13.733,-13.657,26,23,0,0,29.85
GOTK,12.572,-12.22,26,23,100,4,29.85
GOSS,16.051,-16.461,27,24,320,10,29.88
GOSP,16.677,-14.964,34,23,240,2,29.82
GOSM,15.597,-13.326,30,24,280,2,29.85
GOOY,14.741,-17.49,28,24,280,6,29.88
GOOK,14.147,-16.052,29,25,220,8,29.88
GOOG,15.4,-15.084,33,22,180,6,29.79
GOOD,14.65,-16.23,31,27,220,10,29.85
GOGK,12.898,-14.967,26,24,280,2,29.82
GOGG,12.556,-16.282,23,23,240,4,29.91
GMTN,35.594,-5.32,32,16,240,14,29.82
GMTA,35.177,-3.84,31,18,70,4,29.82
GMMZ,30.939,-6.909,39,0,320,17,30.03
GMMW,34.993,-3.025,33,14,330,7,29.85
GMML,27.141,-13.23,24,23,30,26,29.88
GMMI,31.406,-9.687,26,19,360,10,29.88
GMMH,23.718,-15.932,21,18,40,26,29.76
GMMD,32.403,-6.316,41,3,260,7,29.91
GMMC,33.557,-7.66,22,20,40,4,29.94
GMMB,33.655,-7.221,22,22,340,9,29.94
GMFM,33.875,-5.52,30,18,310,10,29.97
GMFK,31.946,-4.399,41,-9,190,6,30.00
GMFB,32.514,-1.978,39,-1,VRB,1,30.03
GMAZ,30.266,-5.854,43,-3,230,13,29.91
GMAG,29.031,-10.051,26,17,220,12,29.88
GGOV,11.895,-15.654,24,22,290,4,29.88
GFLL,8.616,-13.195,26,24,230,7,29.88
GBYD,13.341,-16.653,28,25,130,4,29.88
GAKD,14.482,-11.404,27,24,80,2,29.88
FZAA,-4.387,15.448,24,18,0,0,29.94
FYWH,-22.481,17.47,13,-8,270,6,30.24
FYWE,-22.612,17.08,13,-8,330,2,30.27
FYWB,-22.98,14.645,12,11,270,6,30.09
FYRU,-17.956,19.724,16,-7,0,0,30.21
